year,month,day,home_team,away_team,home_games_played,away_games_played,road_trip_count,avg_home_points_per_game,avg_away_points_per_game,avg_home_points_against_per_game,avg_away_points_against_per_game,home_win_percentage,away_win_percentage,home_last_ten_wins,away_last_ten_wins,home_win_streak,away_win_streak,home_court_win_percentage,road_win_percentage,home_game_count,away_game_count,home_FGM_avg,away_FGM_avg,home_FGA_avg,away_FGA_avg,home_FG_pct_avg,away_FG_pct_avg,home_3PM_avg,away_3PM_avg,home_3PA_avg,away_3PA_avg,home_3P_pct_avg,away_3P_pct_avg,home_FTM_avg,away_FTM_avg,home_FTA_avg,away_FTA_avg,home_FT_pct_avg,away_FT_pct_avg,home_TRB_avg,away_TRB_avg,home_ORB_avg,away_ORB_avg,home_DRB_avg,away_DRB_avg,home_AST_avg,away_AST_avg,home_STL_avg,away_STL_avg,home_BLK_avg,away_BLK_avg,home_TOV_avg,away_TOV_avg,home_PF_avg,away_PF_avg,home_team_won
2014,10,29,NEW ORLEANS PELICANS,ORLANDO MAGIC,0.0,0.0,1.0,99.6543209876543,96.6625,102.45679012345678,101.8875,0.4074074074074074,0.2875,0.0,0.0,0.0,0.0,0.525,0.1,1.0,1.0,37.7875,36.925,82.5,82.9125,0.4580303030303031,0.4453490125131916,5.8875,6.8875,15.775,19.575,0.3732171156893819,0.35185185185185186,18.175,15.925,23.575,20.8875,0.7709437963944857,0.7624177139437464,41.725,42.2,11.4,9.7625,30.325,32.4375,21.275,21.075,7.8625,7.7125,6.35,4.2375,13.0875,14.2375,22.7625,20.4375,1.0
2014,10,29,SAN ANTONIO SPURS,DALLAS MAVERICKS,0.0,0.0,1.0,105.58653846153848,104.64772727272728,97.60576923076924,102.3068181818182,0.7403846153846154,0.5909090909090909,0.0,0.0,0.0,0.0,0.7924528301886793,0.5454545454545454,1.0,1.0,40.41747572815535,39.5632183908046,83.07766990291263,83.79310344827586,0.4865022788360407,0.4721536351165981,8.54368932038835,8.770114942528735,21.41747572815534,22.88505747126437,0.3989120580235721,0.3832245102963335,16.194174757281555,16.655172413793107,20.728155339805824,20.96551724137931,0.781264637002342,0.7944078947368421,43.01941747572816,40.919540229885065,9.330097087378645,10.32183908045977,33.689320388349515,30.597701149425287,24.51456310679612,23.33333333333333,7.553398058252427,8.459770114942527,4.776699029126212,4.379310344827586,13.66019417475728,12.988505747126435,18.553398058252426,19.96551724137931,1.0
2014,10,29,LOS ANGELES LAKERS,HOUSTON ROCKETS,0.0,0.0,1.0,102.78481012658229,108.08045977011494,109.51898734177216,103.7471264367816,0.3164556962025317,0.6436781609195402,0.0,0.0,0.0,0.0,0.35,0.5116279069767442,1.0,1.0,38.1125,38.2093023255814,85.0875,81.24418604651162,0.4479212575290142,0.4703019894089023,9.4125,9.453488372093023,24.7625,26.61627906976744,0.3801110550227158,0.35517693315858456,16.9875,22.209302325581394,22.45,31.15116279069768,0.7566815144766148,0.7129525942515863,40.9875,45.58139534883721,9.125,11.534883720930235,31.8625,34.04651162790697,24.325,21.19767441860465,7.45,7.465116279069767,5.475,5.5813953488372094,14.8875,15.27906976744186,19.925,20.82558139534884,0.0
2014,10,29,CHARLOTTE HORNETS,MILWAUKEE BUCKS,0.0,0.0,1.0,96.61176470588236,95.325,97.15294117647059,103.4875,0.5058823529411764,0.1875,0.0,0.0,0.0,0.0,0.5952380952380952,0.125,1.0,1.0,36.29761904761904,35.925,82.10714285714286,82.3375,0.44207626504277225,0.4363139517230909,6.345238095238094,6.6875,18.011904761904766,19.0625,0.3522802379378717,0.3508196721311476,17.80952380952381,16.7875,24.17857142857143,22.45,0.7365829640571148,0.7477728285077951,42.67857142857143,41.1875,9.511904761904765,11.925,33.166666666666664,29.2625,21.595238095238095,21.425,6.059523809523809,6.6125,5.059523809523808,4.9375,11.666666666666664,14.2,18.238095238095237,20.8875,1.0
2014,10,29,INDIANA PACERS,PHILADELPHIA 76ERS,0.0,0.0,1.0,95.83838383838385,99.44444444444444,92.16161616161615,110.1851851851852,0.6565656565656566,0.2222222222222222,0.0,0.0,0.0,0.0,0.78,0.2,1.0,1.0,35.54545454545455,37.8375,79.21212121212122,87.4625,0.44873756694720734,0.4326139774188938,6.797979797979799,7.05,18.80808080808081,22.65,0.3614393125671321,0.3112582781456954,17.949494949494948,16.55,23.282828282828284,23.3,0.7709327548806941,0.7103004291845494,43.85858585858586,42.85,9.797979797979798,11.6875,34.06060606060606,31.1625,20.01010101010101,21.775,6.737373737373737,9.25,5.2727272727272725,3.9625,14.171717171717171,16.45,20.565656565656568,22.5125,1.0
2014,10,29,TORONTO RAPTORS,ATLANTA HAWKS,0.0,0.0,1.0,100.85227272727272,100.5568181818182,97.9431818181818,100.9431818181818,0.5795454545454546,0.4659090909090909,0.0,0.0,0.0,0.0,0.6363636363636364,0.3636363636363637,1.0,1.0,36.27586206896552,36.96551724137932,81.44827586206897,81.2183908045977,0.445385266723116,0.4551372771016133,8.597701149425287,9.505747126436782,23.298850574712645,26.05747126436781,0.3690182535767143,0.36479929422143803,19.908045977011493,17.264367816091955,25.34482758620689,22.02298850574713,0.7854875283446712,0.7839248434237996,42.51724137931035,39.896551724137936,11.35632183908046,8.632183908045977,31.160919540229894,31.264367816091948,21.057471264367816,24.47126436781609,6.931034482758621,8.160919540229887,4.114942528735631,4.011494252873563,13.494252873563216,14.436781609195402,23.11494252873563,19.26436781609195,1.0
2014,10,29,MIAMI HEAT,WASHINGTON WIZARDS,0.0,0.0,1.0,101.52,99.62637362637363,96.89,98.48351648351648,0.67,0.5384615384615384,0.0,0.0,0.0,0.0,0.8,0.5652173913043478,1.0,1.0,37.88,38.285714285714285,75.69,83.91208791208791,0.500462412471925,0.4562598218962808,8.35,7.7142857142857135,22.52,20.36263736263736,0.37078152753108345,0.37884511602806265,17.41,15.34065934065934,22.77,21.164835164835164,0.7646025472112429,0.7248182762201454,36.36,42.318681318681314,7.35,10.857142857142858,29.01,31.461538461538463,21.85,22.92307692307693,8.67,8.109890109890111,4.39,4.758241758241756,13.67,13.846153846153848,19.62,20.60439560439561,1.0
2014,10,29,BOSTON CELTICS,BROOKLYN NETS,0.0,0.0,1.0,96.17283950617285,98.18279569892474,100.4938271604938,99.21505376344086,0.308641975308642,0.5268817204301075,0.0,0.0,0.0,0.0,0.4,0.3829787234042553,1.0,1.0,36.4625,35.619565217391305,83.9125,77.56521739130434,0.4345300163861165,0.4592208520179372,6.9875,8.576086956521738,20.9375,23.369565217391305,0.3337313432835821,0.3669767441860465,16.1125,18.391304347826086,20.7125,24.52173913043478,0.7779118889559445,0.75,42.6,38.10869565217392,11.9625,8.858695652173912,30.6375,29.25,20.95,20.63043478260869,7.1,8.478260869565217,4.225,3.7065217391304346,14.4,13.717391304347824,21.3,21.76086956521739,1.0
2014,10,30,MEMPHIS GRIZZLIES,MINNESOTA TIMBERWOLVES,0.0,0.0,1.0,96.183908045977,106.475,94.7816091954023,103.5375,0.6091954022988506,0.5,0.0,0.0,0.0,0.0,0.6511627906976745,0.4,1.0,1.0,38.05747126436781,38.825,82.45977011494253,87.4625,0.4615277390577083,0.4439045305130769,4.919540229885056,7.3,14.057471264367814,21.4625,0.3499591169255928,0.3401281304601049,15.149425287356324,21.525,20.51724137931034,27.675,0.7383753501400561,0.7777777777777777,42.643678160919535,44.75,11.71264367816092,12.5125,30.931034482758626,32.2375,21.873563218390803,23.775,7.7701149425287355,8.7375,4.4827586206896575,3.6125,12.770114942528734,13.3625,19.229885057471265,18.3,1.0
2014,10,30,NEW YORK KNICKS,CHICAGO BULLS,0.0,0.0,1.0,98.62962962962965,93.78823529411764,99.46913580246914,92.0941176470588,0.4444444444444444,0.5764705882352941,0.0,0.0,0.0,0.0,0.45,0.5238095238095238,1.0,1.0,36.975,34.694117647058825,82.3875,80.2,0.4487938097405553,0.4325949831304093,9.25,6.235294117647059,25.0,17.88235294117647,0.37,0.34868421052631576,15.3,18.16470588235294,20.1375,23.388235294117646,0.7597765363128492,0.7766599597585513,40.4375,44.047058823529404,10.6375,11.458823529411767,29.8,32.588235294117645,20.1625,22.588235294117645,7.6,7.211764705882352,4.45,5.105882352941176,12.3125,13.929411764705884,22.05,19.24705882352941,0.0
