Date,Start (ET),Visitor/Neutral,Home/Neutral,home_perc,away_perc
Tue Dec 3 2019,7:00p,Orlando Magic,Washington Wizards,69.55%,30.45%
Tue Dec 3 2019,7:30p,Dallas Mavericks,New Orleans Pelicans,35.15%,64.85%
Tue Dec 3 2019,7:30p,Miami Heat,Toronto Raptors,69.80%,30.20%
Tue Dec 3 2019,8:30p,Houston Rockets,San Antonio Spurs,35.46%,64.54%
Tue Dec 3 2019,9:00p,Los Angeles Lakers,Denver Nuggets,50.55%,49.45%
Tue Dec 3 2019,10:00p,Portland Trail Blazers,Los Angeles Clippers,79.86%,20.14%
Wed Dec 4 2019,7:00p,Golden State Warriors,Charlotte Hornets,66.59%,33.41%
Wed Dec 4 2019,7:00p,Milwaukee Bucks,Detroit Pistons,29.54%,70.46%
Wed Dec 4 2019,7:00p,Phoenix Suns,Orlando Magic,54.84%,45.16%
Wed Dec 4 2019,7:30p,Brooklyn Nets,Atlanta Hawks,31.81%,68.19%
Wed Dec 4 2019,7:30p,Miami Heat,Boston Celtics,51.02%,48.98%
Wed Dec 4 2019,8:00p,Memphis Grizzlies,Chicago Bulls,50.66%,49.34%
Wed Dec 4 2019,8:00p,Indiana Pacers,Oklahoma City Thunder,53.18%,46.82%
Wed Dec 4 2019,8:30p,Minnesota Timberwolves,Dallas Mavericks,74.61%,25.39%
Wed Dec 4 2019,9:00p,Los Angeles Lakers,Utah Jazz,44.00%,56.00%
Wed Dec 4 2019,10:00p,Sacramento Kings,Portland Trail Blazers,65.57%,34.43%
Thu Dec 5 2019,7:00p,Philadelphia 76ers,Washington Wizards,41.10%,58.90%
Thu Dec 5 2019,7:30p,Denver Nuggets,New York Knicks,33.47%,66.53%
Thu Dec 5 2019,7:30p,Houston Rockets,Toronto Raptors,70.67%,29.33%
Thu Dec 5 2019,8:00p,Phoenix Suns,New Orleans Pelicans,45.12%,54.88%
Fri Dec 6 2019,7:00p,Brooklyn Nets,Charlotte Hornets,36.24%,63.76%
Fri Dec 6 2019,7:00p,Orlando Magic,Cleveland Cavaliers,38.20%,61.80%
Fri Dec 6 2019,7:00p,Indiana Pacers,Detroit Pistons,49.75%,50.25%
Fri Dec 6 2019,8:00p,Denver Nuggets,Boston Celtics,69.50%,30.50%
Fri Dec 6 2019,8:00p,Golden State Warriors,Chicago Bulls,72.21%,27.79%
Fri Dec 6 2019,8:00p,Washington Wizards,Miami Heat,79.81%,20.19%
Fri Dec 6 2019,8:00p,Minnesota Timberwolves,Oklahoma City Thunder,54.57%,45.43%
Fri Dec 6 2019,8:30p,Los Angeles Clippers,Milwaukee Bucks,79.55%,20.45%
Fri Dec 6 2019,8:30p,Sacramento Kings,San Antonio Spurs,70.60%,29.40%
Fri Dec 6 2019,10:30p,Los Angeles Lakers,Portland Trail Blazers,40.45%,59.55%
Sat Dec 7 2019,2:00p,New Orleans Pelicans,Dallas Mavericks,82.09%,17.91%
Sat Dec 7 2019,7:30p,Indiana Pacers,New York Knicks,33.66%,66.34%
Sat Dec 7 2019,7:30p,Cleveland Cavaliers,Philadelphia 76ers,83.70%,16.30%
Sat Dec 7 2019,8:00p,Phoenix Suns,Houston Rockets,73.82%,26.18%
Sat Dec 7 2019,10:00p,Memphis Grizzlies,Utah Jazz,71.25%,28.75%
Sun Dec 8 2019,3:00p,Denver Nuggets,Brooklyn Nets,60.67%,39.33%
Sun Dec 8 2019,5:00p,Atlanta Hawks,Charlotte Hornets,64.84%,35.16%
Sun Dec 8 2019,6:00p,Chicago Bulls,Miami Heat,81.04%,18.96%
Sun Dec 8 2019,6:00p,Toronto Raptors,Philadelphia 76ers,63.75%,36.25%
Sun Dec 8 2019,6:00p,Los Angeles Clippers,Washington Wizards,41.95%,58.05%
Sun Dec 8 2019,7:00p,Sacramento Kings,Dallas Mavericks,84.19%,15.81%
Sun Dec 8 2019,9:00p,Oklahoma City Thunder,Portland Trail Blazers,60.91%,39.09%
Sun Dec 8 2019,9:30p,Minnesota Timberwolves,Los Angeles Lakers,83.37%,16.63%
Mon Dec 9 2019,7:00p,Los Angeles Clippers,Indiana Pacers,62.92%,37.08%
Mon Dec 9 2019,7:30p,Cleveland Cavaliers,Boston Celtics,85.50%,14.50%
Mon Dec 9 2019,8:00p,Toronto Raptors,Chicago Bulls,31.56%,68.44%
Mon Dec 9 2019,8:00p,Sacramento Kings,Houston Rockets,82.44%,17.56%
Mon Dec 9 2019,8:00p,Orlando Magic,Milwaukee Bucks,85.39%,14.61%
Mon Dec 9 2019,8:00p,Detroit Pistons,New Orleans Pelicans,41.97%,58.03%
Mon Dec 9 2019,9:00p,Minnesota Timberwolves,Phoenix Suns,54.17%,45.83%
Mon Dec 9 2019,9:00p,Oklahoma City Thunder,Utah Jazz,65.80%,34.20%
Mon Dec 9 2019,10:30p,Memphis Grizzlies,Golden State Warriors,47.69%,52.31%
Tue Dec 10 2019,7:00p,Washington Wizards,Charlotte Hornets,43.07%,56.93%
Tue Dec 10 2019,8:00p,Atlanta Hawks,Miami Heat,84.62%,15.38%
Tue Dec 10 2019,8:00p,Denver Nuggets,Philadelphia 76ers,75.57%,24.43%
Tue Dec 10 2019,10:00p,New York Knicks,Portland Trail Blazers,77.55%,22.45%
Wed Dec 11 2019,7:00p,Houston Rockets,Cleveland Cavaliers,23.49%,76.51%
Wed Dec 11 2019,7:00p,Boston Celtics,Indiana Pacers,56.54%,43.46%
Wed Dec 11 2019,7:00p,Los Angeles Lakers,Orlando Magic,33.66%,66.34%
Wed Dec 11 2019,7:00p,Los Angeles Clippers,Toronto Raptors,71.30%,28.70%
Wed Dec 11 2019,7:30p,Charlotte Hornets,Brooklyn Nets,73.97%,26.03%
Wed Dec 11 2019,8:00p,Atlanta Hawks,Chicago Bulls,62.13%,37.87%
Wed Dec 11 2019,8:00p,Utah Jazz,Minnesota Timberwolves,57.35%,42.65%
Wed Dec 11 2019,9:00p,Memphis Grizzlies,Phoenix Suns,72.41%,27.59%
Wed Dec 11 2019,9:30p,New Orleans Pelicans,Milwaukee Bucks,86.92%,13.08%
Wed Dec 11 2019,10:00p,Oklahoma City Thunder,Sacramento Kings,49.26%,50.74%
Wed Dec 11 2019,10:30p,New York Knicks,Golden State Warriors,63.90%,36.10%
Thu Dec 12 2019,8:00p,Philadelphia 76ers,Boston Celtics,64.93%,35.07%
Thu Dec 12 2019,8:30p,Cleveland Cavaliers,San Antonio Spurs,79.08%,20.92%
Thu Dec 12 2019,9:00p,Dallas Mavericks,Detroit Pistons,40.48%,59.52%
Thu Dec 12 2019,10:30p,Portland Trail Blazers,Denver Nuggets,69.88%,30.12%
Fri Dec 13 2019,7:00p,Los Angeles Lakers,Miami Heat,59.97%,40.03%
Fri Dec 13 2019,7:00p,Houston Rockets,Orlando Magic,42.65%,57.35%
Fri Dec 13 2019,7:00p,New Orleans Pelicans,Philadelphia 76ers,83.86%,16.14%
Fri Dec 13 2019,7:30p,Indiana Pacers,Atlanta Hawks,36.68%,63.32%
Fri Dec 13 2019,8:00p,Charlotte Hornets,Chicago Bulls,51.27%,48.73%
Fri Dec 13 2019,8:00p,Milwaukee Bucks,Memphis Grizzlies,23.19%,76.81%
Fri Dec 13 2019,9:00p,Golden State Warriors,Utah Jazz,76.65%,23.35%
Fri Dec 13 2019,9:30p,Los Angeles Clippers,Minnesota Timberwolves,39.53%,60.47%
Fri Dec 13 2019,10:00p,New York Knicks,Sacramento Kings,75.31%,24.69%
Sat Dec 14 2019,5:00p,San Antonio Spurs,Phoenix Suns,69.04%,30.96%
Sat Dec 14 2019,7:30p,Brooklyn Nets,Toronto Raptors,72.33%,27.67%
Sat Dec 14 2019,8:00p,Los Angeles Clippers,Chicago Bulls,31.02%,68.98%
Sat Dec 14 2019,8:00p,Washington Wizards,Memphis Grizzlies,52.45%,47.55%
Sat Dec 14 2019,8:30p,Miami Heat,Dallas Mavericks,61.90%,38.10%
Sat Dec 14 2019,8:30p,Cleveland Cavaliers,Milwaukee Bucks,88.21%,11.79%
Sat Dec 14 2019,9:00p,Oklahoma City Thunder,Denver Nuggets,64.48%,35.52%
Sat Dec 14 2019,9:00p,Detroit Pistons,Houston Rockets,78.07%,21.93%
Sun Dec 15 2019,3:30p,Orlando Magic,New Orleans Pelicans,51.09%,48.91%
Sun Dec 15 2019,5:00p,Charlotte Hornets,Indiana Pacers,74.34%,25.66%
Sun Dec 15 2019,6:00p,Los Angeles Lakers,Atlanta Hawks,24.56%,75.44%
Sun Dec 15 2019,6:00p,Philadelphia 76ers,Brooklyn Nets,44.52%,55.48%
Sun Dec 15 2019,8:00p,New York Knicks,Denver Nuggets,79.00%,21.00%
Sun Dec 15 2019,8:30p,Sacramento Kings,Golden State Warriors,44.66%,55.34%
Mon Dec 16 2019,7:00p,Washington Wizards,Detroit Pistons,70.15%,29.85%
Mon Dec 16 2019,7:30p,Cleveland Cavaliers,Toronto Raptors,83.96%,16.04%
Mon Dec 16 2019,8:00p,San Antonio Spurs,Houston Rockets,80.51%,19.49%
Mon Dec 16 2019,8:00p,Miami Heat,Memphis Grizzlies,35.19%,64.81%
Mon Dec 16 2019,8:00p,Dallas Mavericks,Milwaukee Bucks,79.89%,20.11%
Mon Dec 16 2019,8:00p,Chicago Bulls,Oklahoma City Thunder,74.03%,25.97%
Mon Dec 16 2019,9:00p,Portland Trail Blazers,Phoenix Suns,61.84%,38.16%
Tue Dec 17 2019,7:00p,Sacramento Kings,Charlotte Hornets,49.02%,50.98%
Tue Dec 17 2019,7:00p,Los Angeles Lakers,Indiana Pacers,41.91%,58.09%
Tue Dec 17 2019,7:30p,Atlanta Hawks,New York Knicks,55.26%,44.74%
Tue Dec 17 2019,8:00p,Brooklyn Nets,New Orleans Pelicans,38.06%,61.94%
Tue Dec 17 2019,9:00p,Orlando Magic,Utah Jazz,67.19%,32.81%
Tue Dec 17 2019,10:30p,Phoenix Suns,Los Angeles Clippers,75.67%,24.33%
Wed Dec 18 2019,7:00p,Charlotte Hornets,Cleveland Cavaliers,34.86%,65.14%
Wed Dec 18 2019,7:00p,Toronto Raptors,Detroit Pistons,42.60%,57.40%
Wed Dec 18 2019,7:00p,Miami Heat,Philadelphia 76ers,62.87%,37.13%
Wed Dec 18 2019,7:00p,Chicago Bulls,Washington Wizards,64.79%,35.21%
Wed Dec 18 2019,8:00p,New Orleans Pelicans,Minnesota Timberwolves,68.87%,31.13%
Wed Dec 18 2019,8:00p,Memphis Grizzlies,Oklahoma City Thunder,70.54%,29.46%
Wed Dec 18 2019,9:00p,Orlando Magic,Denver Nuggets,69.36%,30.64%
Wed Dec 18 2019,9:30p,Boston Celtics,Dallas Mavericks,69.75%,30.25%
Wed Dec 18 2019,10:00p,Golden State Warriors,Portland Trail Blazers,78.60%,21.40%
Thu Dec 19 2019,7:30p,Utah Jazz,Atlanta Hawks,30.25%,69.75%
Thu Dec 19 2019,8:00p,Los Angeles Lakers,Milwaukee Bucks,72.26%,27.74%
Thu Dec 19 2019,8:30p,Brooklyn Nets,San Antonio Spurs,55.03%,44.97%
Thu Dec 19 2019,10:30p,Houston Rockets,Los Angeles Clippers,57.80%,42.20%
Fri Dec 20 2019,7:00p,Memphis Grizzlies,Cleveland Cavaliers,36.59%,63.41%
Fri Dec 20 2019,7:00p,Sacramento Kings,Indiana Pacers,77.06%,22.94%
Fri Dec 20 2019,7:30p,Detroit Pistons,Boston Celtics,76.95%,23.05%
Fri Dec 20 2019,7:30p,Washington Wizards,Toronto Raptors,80.65%,19.35%
Fri Dec 20 2019,8:00p,New York Knicks,Miami Heat,85.19%,14.81%
Fri Dec 20 2019,8:00p,Phoenix Suns,Oklahoma City Thunder,70.49%,29.51%
Fri Dec 20 2019,8:00p,Dallas Mavericks,Philadelphia 76ers,62.52%,37.48%
Fri Dec 20 2019,9:00p,Minnesota Timberwolves,Denver Nuggets,71.87%,28.13%
Fri Dec 20 2019,10:00p,Orlando Magic,Portland Trail Blazers,69.45%,30.55%
Fri Dec 20 2019,10:30p,New Orleans Pelicans,Golden State Warriors,39.70%,60.30%
Sat Dec 21 2019,5:00p,Utah Jazz,Charlotte Hornets,36.87%,63.13%
Sat Dec 21 2019,6:00p,Atlanta Hawks,Brooklyn Nets,77.45%,22.55%
Sat Dec 21 2019,7:00p,Chicago Bulls,Detroit Pistons,63.91%,36.09%
Sat Dec 21 2019,7:00p,Washington Wizards,Philadelphia 76ers,77.99%,22.01%
Sat Dec 21 2019,7:30p,Milwaukee Bucks,New York Knicks,22.69%,77.31%
Sat Dec 21 2019,8:00p,Sacramento Kings,Memphis Grizzlies,62.87%,37.13%
Sat Dec 21 2019,8:30p,Los Angeles Clippers,San Antonio Spurs,49.79%,50.21%
Sat Dec 21 2019,9:00p,Houston Rockets,Phoenix Suns,34.46%,65.54%
Sat Dec 21 2019,10:00p,Minnesota Timberwolves,Portland Trail Blazers,72.36%,27.64%
Sun Dec 22 2019,3:30p,Dallas Mavericks,Toronto Raptors,58.53%,41.47%
Sun Dec 22 2019,6:00p,Charlotte Hornets,Boston Celtics,80.73%,19.27%
Sun Dec 22 2019,7:00p,Indiana Pacers,Milwaukee Bucks,81.92%,18.08%
Sun Dec 22 2019,7:00p,Los Angeles Clippers,Oklahoma City Thunder,57.84%,42.16%
Sun Dec 22 2019,9:30p,Denver Nuggets,Los Angeles Lakers,76.58%,23.42%
Mon Dec 23 2019,7:00p,Atlanta Hawks,Cleveland Cavaliers,60.31%,39.69%
Mon Dec 23 2019,7:00p,Philadelphia 76ers,Detroit Pistons,43.22%,56.78%
Mon Dec 23 2019,7:00p,Toronto Raptors,Indiana Pacers,54.46%,45.54%
Mon Dec 23 2019,7:00p,Washington Wizards,New York Knicks,44.60%,55.40%
Mon Dec 23 2019,7:00p,Chicago Bulls,Orlando Magic,64.36%,35.64%
Mon Dec 23 2019,7:30p,Utah Jazz,Miami Heat,76.55%,23.45%
Mon Dec 23 2019,8:00p,San Antonio Spurs,Memphis Grizzlies,58.87%,41.13%
Mon Dec 23 2019,9:00p,Denver Nuggets,Phoenix Suns,45.15%,54.85%
Mon Dec 23 2019,10:00p,New Orleans Pelicans,Portland Trail Blazers,76.21%,23.79%
Mon Dec 23 2019,10:00p,Houston Rockets,Sacramento Kings,29.25%,70.75%
Mon Dec 23 2019,10:30p,Minnesota Timberwolves,Golden State Warriors,42.35%,57.65%
Wed Dec 25 2019,12:00p,Boston Celtics,Toronto Raptors,67.34%,32.66%
Wed Dec 25 2019,2:30p,Milwaukee Bucks,Philadelphia 76ers,44.70%,55.30%
Wed Dec 25 2019,5:00p,Houston Rockets,Golden State Warriors,26.21%,73.79%
Wed Dec 25 2019,8:00p,Los Angeles Clippers,Los Angeles Lakers,70.79%,29.21%
Wed Dec 25 2019,10:30p,New Orleans Pelicans,Denver Nuggets,78.10%,21.90%
Thu Dec 26 2019,7:00p,Washington Wizards,Detroit Pistons,53.46%,46.54%
Thu Dec 26 2019,7:30p,New York Knicks,Brooklyn Nets,77.42%,22.58%
Thu Dec 26 2019,8:00p,San Antonio Spurs,Dallas Mavericks,76.22%,23.78%
Thu Dec 26 2019,8:00p,Memphis Grizzlies,Oklahoma City Thunder,74.35%,25.65%
Thu Dec 26 2019,10:00p,Minnesota Timberwolves,Sacramento Kings,51.24%,48.76%
Thu Dec 26 2019,10:30p,Portland Trail Blazers,Utah Jazz,67.65%,32.35%
Fri Dec 27 2019,4:00p,Cleveland Cavaliers,Boston Celtics,83.74%,16.26%
Fri Dec 27 2019,7:00p,Oklahoma City Thunder,Charlotte Hornets,44.46%,55.54%
Fri Dec 27 2019,7:00p,Philadelphia 76ers,Orlando Magic,42.37%,57.63%
Fri Dec 27 2019,7:30p,Milwaukee Bucks,Atlanta Hawks,21.29%,78.71%
Fri Dec 27 2019,8:00p,Indiana Pacers,Miami Heat,76.20%,23.80%
Fri Dec 27 2019,10:30p,Phoenix Suns,Golden State Warriors,44.48%,55.52%
Sat Dec 28 2019,5:00p,Memphis Grizzlies,Denver Nuggets,67.80%,32.20%
Sat Dec 28 2019,7:00p,Toronto Raptors,Boston Celtics,69.75%,30.25%
Sat Dec 28 2019,7:00p,Indiana Pacers,New Orleans Pelicans,45.53%,54.47%
Sat Dec 28 2019,8:00p,Atlanta Hawks,Chicago Bulls,71.76%,28.24%
Sat Dec 28 2019,8:00p,Brooklyn Nets,Houston Rockets,76.67%,23.33%
Sat Dec 28 2019,8:00p,Philadelphia 76ers,Miami Heat,72.66%,27.34%
Sat Dec 28 2019,8:00p,Cleveland Cavaliers,Minnesota Timberwolves,69.35%,30.65%
Sat Dec 28 2019,8:00p,New York Knicks,Washington Wizards,66.93%,33.07%
Sat Dec 28 2019,8:30p,Dallas Mavericks,Golden State Warriors,30.50%,69.50%
Sat Dec 28 2019,8:30p,Orlando Magic,Milwaukee Bucks,85.44%,14.56%
Sat Dec 28 2019,8:30p,Detroit Pistons,San Antonio Spurs,67.55%,32.45%
Sat Dec 28 2019,9:00p,Phoenix Suns,Sacramento Kings,44.32%,55.68%
Sat Dec 28 2019,10:00p,Los Angeles Lakers,Portland Trail Blazers,44.66%,55.34%
Sat Dec 28 2019,10:30p,Utah Jazz,Los Angeles Clippers,69.53%,30.47%
Sun Dec 29 2019,6:00p,Oklahoma City Thunder,Toronto Raptors,75.08%,24.92%
Sun Dec 29 2019,8:00p,Sacramento Kings,Denver Nuggets,78.67%,21.33%
Sun Dec 29 2019,8:00p,Charlotte Hornets,Memphis Grizzlies,66.35%,33.65%
Sun Dec 29 2019,8:00p,Houston Rockets,New Orleans Pelicans,34.69%,65.31%
Sun Dec 29 2019,9:30p,Dallas Mavericks,Los Angeles Lakers,60.46%,39.54%
Mon Dec 30 2019,7:00p,Atlanta Hawks,Orlando Magic,80.67%,19.33%
Mon Dec 30 2019,7:00p,Miami Heat,Washington Wizards,30.95%,69.05%
Mon Dec 30 2019,8:00p,Milwaukee Bucks,Chicago Bulls,26.23%,73.77%
Mon Dec 30 2019,8:00p,Brooklyn Nets,Minnesota Timberwolves,45.31%,54.69%
Mon Dec 30 2019,9:00p,Detroit Pistons,Utah Jazz,73.33%,26.67%
Mon Dec 30 2019,10:00p,Phoenix Suns,Portland Trail Blazers,66.42%,33.58%
Tue Dec 31 2019,3:00p,Boston Celtics,Charlotte Hornets,34.67%,65.33%
Tue Dec 31 2019,3:00p,Philadelphia 76ers,Indiana Pacers,59.06%,40.94%
Tue Dec 31 2019,5:00p,Los Angeles Clippers,Sacramento Kings,33.15%,66.85%
Tue Dec 31 2019,7:00p,Denver Nuggets,Houston Rockets,71.28%,28.72%
Tue Dec 31 2019,7:00p,Golden State Warriors,San Antonio Spurs,77.94%,22.06%
Tue Dec 31 2019,7:00p,Cleveland Cavaliers,Toronto Raptors,80.29%,19.71%
Tue Dec 31 2019,8:00p,Dallas Mavericks,Oklahoma City Thunder,47.16%,52.84%
Wed Jan 1 2020,6:00p,Orlando Magic,Washington Wizards,65.34%,34.66%
Wed Jan 1 2020,7:30p,Portland Trail Blazers,New York Knicks,42.04%,57.96%
Wed Jan 1 2020,8:00p,Minnesota Timberwolves,Milwaukee Bucks,86.09%,13.91%
Wed Jan 1 2020,10:30p,Phoenix Suns,Los Angeles Lakers,79.15%,20.85%
Thu Jan 2 2020,7:00p,Charlotte Hornets,Cleveland Cavaliers,49.97%,50.03%
Thu Jan 2 2020,7:00p,Denver Nuggets,Indiana Pacers,64.45%,35.55%
Thu Jan 2 2020,7:30p,Toronto Raptors,Miami Heat,66.14%,33.86%
Thu Jan 2 2020,8:00p,Utah Jazz,Chicago Bulls,37.82%,62.18%
Thu Jan 2 2020,8:00p,Golden State Warriors,Minnesota Timberwolves,69.21%,30.79%
Thu Jan 2 2020,8:30p,Brooklyn Nets,Dallas Mavericks,75.71%,24.29%
Thu Jan 2 2020,8:30p,Oklahoma City Thunder,San Antonio Spurs,65.85%,34.15%
Thu Jan 2 2020,10:00p,Memphis Grizzlies,Sacramento Kings,39.05%,60.95%
Thu Jan 2 2020,10:30p,Detroit Pistons,Los Angeles Clippers,77.58%,22.42%
Fri Jan 3 2020,7:00p,Atlanta Hawks,Boston Celtics,85.57%,14.43%
Fri Jan 3 2020,7:00p,Miami Heat,Orlando Magic,37.30%,62.70%
Fri Jan 3 2020,7:00p,Portland Trail Blazers,Washington Wizards,58.07%,41.93%
Fri Jan 3 2020,8:00p,Philadelphia 76ers,Houston Rockets,74.74%,25.26%
Fri Jan 3 2020,9:00p,New York Knicks,Phoenix Suns,62.89%,37.11%
Fri Jan 3 2020,10:30p,New Orleans Pelicans,Los Angeles Lakers,79.67%,20.33%
Sat Jan 4 2020,3:30p,Memphis Grizzlies,Los Angeles Clippers,75.24%,24.76%
Sat Jan 4 2020,6:00p,Toronto Raptors,Brooklyn Nets,43.48%,56.52%
Sat Jan 4 2020,7:00p,Utah Jazz,Orlando Magic,46.07%,53.93%
Sat Jan 4 2020,7:30p,Indiana Pacers,Atlanta Hawks,33.73%,66.27%
Sat Jan 4 2020,7:30p,Oklahoma City Thunder,Cleveland Cavaliers,38.02%,61.98%
Sat Jan 4 2020,8:00p,Boston Celtics,Chicago Bulls,37.71%,62.29%
Sat Jan 4 2020,8:00p,Denver Nuggets,Washington Wizards,43.84%,56.16%
Sat Jan 4 2020,8:30p,Charlotte Hornets,Dallas Mavericks,81.28%,18.72%
Sat Jan 4 2020,8:30p,Detroit Pistons,Golden State Warriors,47.29%,52.71%
Sat Jan 4 2020,8:30p,San Antonio Spurs,Milwaukee Bucks,83.97%,16.03%
Sat Jan 4 2020,10:00p,New Orleans Pelicans,Sacramento Kings,41.66%,58.34%
Sun Jan 5 2020,3:30p,New York Knicks,Los Angeles Clippers,80.50%,19.50%
Sun Jan 5 2020,6:00p,Portland Trail Blazers,Miami Heat,80.16%,19.84%
Sun Jan 5 2020,7:30p,Minnesota Timberwolves,Cleveland Cavaliers,42.49%,57.51%
Sun Jan 5 2020,8:00p,Memphis Grizzlies,Phoenix Suns,52.10%,47.90%
Sun Jan 5 2020,10:00p,Detroit Pistons,Los Angeles Lakers,81.32%,18.68%
Mon Jan 6 2020,7:00p,Indiana Pacers,Charlotte Hornets,41.69%,58.31%
Mon Jan 6 2020,7:00p,Brooklyn Nets,Orlando Magic,65.75%,34.25%
Mon Jan 6 2020,7:00p,Oklahoma City Thunder,Philadelphia 76ers,61.00%,39.00%
Mon Jan 6 2020,7:00p,Boston Celtics,Washington Wizards,39.10%,60.90%
Mon Jan 6 2020,7:30p,Denver Nuggets,Atlanta Hawks,35.35%,64.65%
Mon Jan 6 2020,8:00p,Utah Jazz,New Orleans Pelicans,40.47%,59.53%
Mon Jan 6 2020,8:30p,Chicago Bulls,Dallas Mavericks,77.29%,22.71%
Mon Jan 6 2020,8:30p,Milwaukee Bucks,San Antonio Spurs,34.34%,65.66%
Mon Jan 6 2020,10:00p,Golden State Warriors,Sacramento Kings,56.19%,43.81%
Tue Jan 7 2020,7:00p,Detroit Pistons,Cleveland Cavaliers,38.45%,61.55%
Tue Jan 7 2020,7:00p,Portland Trail Blazers,Toronto Raptors,78.88%,21.12%
Tue Jan 7 2020,7:30p,Oklahoma City Thunder,Brooklyn Nets,51.26%,48.74%
Tue Jan 7 2020,8:00p,Minnesota Timberwolves,Memphis Grizzlies,61.35%,38.65%
Tue Jan 7 2020,9:00p,Sacramento Kings,Phoenix Suns,64.20%,35.80%
Tue Jan 7 2020,10:30p,New York Knicks,Los Angeles Lakers,84.77%,15.23%
Wed Jan 8 2020,7:00p,San Antonio Spurs,Boston Celtics,77.52%,22.48%
Wed Jan 8 2020,7:00p,Toronto Raptors,Charlotte Hornets,33.78%,66.22%
Wed Jan 8 2020,7:00p,Miami Heat,Indiana Pacers,49.93%,50.07%
Wed Jan 8 2020,7:00p,Washington Wizards,Orlando Magic,70.52%,29.48%
Wed Jan 8 2020,7:30p,Houston Rockets,Atlanta Hawks,26.07%,73.93%
Wed Jan 8 2020,7:30p,Denver Nuggets,Dallas Mavericks,68.50%,31.50%
Wed Jan 8 2020,8:00p,Chicago Bulls,New Orleans Pelicans,63.71%,36.29%
Wed Jan 8 2020,9:00p,New York Knicks,Utah Jazz,82.06%,17.94%
Wed Jan 8 2020,10:00p,Milwaukee Bucks,Golden State Warriors,24.34%,75.66%
Thu Jan 9 2020,7:00p,Cleveland Cavaliers,Detroit Pistons,70.32%,29.68%
Thu Jan 9 2020,7:00p,Boston Celtics,Philadelphia 76ers,63.25%,36.75%
Thu Jan 9 2020,8:00p,Portland Trail Blazers,Minnesota Timberwolves,56.69%,43.31%
Thu Jan 9 2020,9:30p,Houston Rockets,Oklahoma City Thunder,49.73%,50.27%
Fri Jan 10 2020,7:00p,Atlanta Hawks,Washington Wizards,74.47%,25.53%
Fri Jan 10 2020,7:15p,New Orleans Pelicans,New York Knicks,39.34%,60.66%
Fri Jan 10 2020,7:30p,Miami Heat,Brooklyn Nets,33.83%,66.17%
Fri Jan 10 2020,8:00p,Indiana Pacers,Chicago Bulls,45.54%,54.46%
Fri Jan 10 2020,8:00p,San Antonio Spurs,Memphis Grizzlies,56.61%,43.39%
Fri Jan 10 2020,9:00p,Orlando Magic,Phoenix Suns,56.59%,43.41%
Fri Jan 10 2020,9:00p,Charlotte Hornets,Utah Jazz,80.31%,19.69%
Fri Jan 10 2020,9:45p,Los Angeles Lakers,Dallas Mavericks,51.53%,48.47%
Fri Jan 10 2020,10:00p,Milwaukee Bucks,Sacramento Kings,25.51%,74.49%
Fri Jan 10 2020,10:30p,Golden State Warriors,Los Angeles Clippers,81.17%,18.83%
Sat Jan 11 2020,5:00p,Minnesota Timberwolves,Houston Rockets,77.83%,22.17%
Sat Jan 11 2020,7:00p,New Orleans Pelicans,Boston Celtics,74.30%,25.70%
Sat Jan 11 2020,7:00p,Chicago Bulls,Detroit Pistons,61.94%,38.06%
Sat Jan 11 2020,8:00p,Los Angeles Lakers,Oklahoma City Thunder,49.15%,50.85%
Sat Jan 11 2020,8:30p,Philadelphia 76ers,Dallas Mavericks,63.85%,36.15%
Sat Jan 11 2020,9:00p,Cleveland Cavaliers,Denver Nuggets,78.30%,21.70%
Sat Jan 11 2020,10:00p,Milwaukee Bucks,Portland Trail Blazers,29.27%,70.73%
Sun Jan 12 2020,3:30p,Miami Heat,New York Knicks,29.61%,70.39%
Sun Jan 12 2020,3:30p,Utah Jazz,Washington Wizards,37.35%,62.65%
Sun Jan 12 2020,6:00p,Atlanta Hawks,Brooklyn Nets,72.18%,27.82%
Sun Jan 12 2020,6:00p,Golden State Warriors,Memphis Grizzlies,77.26%,22.74%
Sun Jan 12 2020,6:00p,San Antonio Spurs,Toronto Raptors,70.81%,29.19%
Sun Jan 12 2020,8:00p,Los Angeles Clippers,Denver Nuggets,54.50%,45.50%
Sun Jan 12 2020,8:00p,Charlotte Hornets,Phoenix Suns,66.22%,33.78%
Mon Jan 13 2020,7:00p,New Orleans Pelicans,Detroit Pistons,46.65%,53.35%
Mon Jan 13 2020,7:00p,Philadelphia 76ers,Indiana Pacers,60.22%,39.78%
Mon Jan 13 2020,7:30p,Chicago Bulls,Boston Celtics,78.70%,21.30%
Mon Jan 13 2020,8:00p,Oklahoma City Thunder,Minnesota Timberwolves,52.10%,47.90%
Mon Jan 13 2020,10:00p,Charlotte Hornets,Portland Trail Blazers,68.58%,31.42%
Mon Jan 13 2020,10:00p,Orlando Magic,Sacramento Kings,50.56%,49.44%
Mon Jan 13 2020,10:30p,Cleveland Cavaliers,Los Angeles Lakers,84.81%,15.19%
Tue Jan 14 2020,7:30p,Phoenix Suns,Atlanta Hawks,35.35%,64.65%
Tue Jan 14 2020,7:30p,Utah Jazz,Brooklyn Nets,35.48%,64.52%
Tue Jan 14 2020,8:00p,Houston Rockets,Memphis Grizzlies,46.11%,53.89%
