Date,Start (ET),Visitor/Neutral,Home/Neutral,home_perc,away_perc
Tue Jan 14 2020,8:00p,New York Knicks,Milwaukee Bucks,87.39%,12.61%
Tue Jan 14 2020,10:30p,Dallas Mavericks,Golden State Warriors,28.04%,71.96%
Tue Jan 14 2020,10:30p,Cleveland Cavaliers,Los Angeles Clippers,80.99%,19.01%
Wed Jan 15 2020,7:00p,Detroit Pistons,Boston Celtics,78.77%,21.23%
Wed Jan 15 2020,7:00p,Brooklyn Nets,Philadelphia 76ers,76.56%,23.44%
Wed Jan 15 2020,7:30p,San Antonio Spurs,Miami Heat,74.61%,25.39%
Wed Jan 15 2020,8:00p,Washington Wizards,Chicago Bulls,48.43%,51.57%
Wed Jan 15 2020,8:00p,Indiana Pacers,Minnesota Timberwolves,56.38%,43.62%
Wed Jan 15 2020,8:00p,Toronto Raptors,Oklahoma City Thunder,64.35%,35.65%
Wed Jan 15 2020,9:00p,Charlotte Hornets,Denver Nuggets,77.97%,22.03%
Wed Jan 15 2020,9:30p,Portland Trail Blazers,Houston Rockets,80.64%,19.36%
Wed Jan 15 2020,10:00p,Dallas Mavericks,Sacramento Kings,30.27%,69.73%
Wed Jan 15 2020,10:30p,Orlando Magic,Los Angeles Lakers,82.04%,17.96%
Thu Jan 16 2020,7:30p,Phoenix Suns,New York Knicks,42.76%,57.24%
Thu Jan 16 2020,8:00p,Boston Celtics,Milwaukee Bucks,81.36%,18.64%
Thu Jan 16 2020,8:00p,Utah Jazz,New Orleans Pelicans,38.76%,61.24%
Thu Jan 16 2020,10:30p,Denver Nuggets,Golden State Warriors,34.57%,65.43%
Thu Jan 16 2020,10:30p,Orlando Magic,Los Angeles Clippers,74.27%,25.73%
Fri Jan 17 2020,7:00p,Minnesota Timberwolves,Indiana Pacers,74.81%,25.19%
Fri Jan 17 2020,7:00p,Chicago Bulls,Philadelphia 76ers,75.06%,24.94%
Fri Jan 17 2020,7:00p,Washington Wizards,Toronto Raptors,76.78%,23.22%
Fri Jan 17 2020,8:00p,Cleveland Cavaliers,Memphis Grizzlies,79.86%,20.14%
Fri Jan 17 2020,8:00p,Miami Heat,Oklahoma City Thunder,51.34%,48.66%
Fri Jan 17 2020,8:30p,Atlanta Hawks,San Antonio Spurs,81.24%,18.76%
Fri Jan 17 2020,9:30p,Portland Trail Blazers,Dallas Mavericks,77.44%,22.56%
Sat Jan 18 2020,3:30p,Los Angeles Clippers,New Orleans Pelicans,46.02%,53.98%
Sat Jan 18 2020,6:00p,Milwaukee Bucks,Brooklyn Nets,26.37%,73.63%
Sat Jan 18 2020,7:00p,Phoenix Suns,Boston Celtics,73.15%,26.85%
Sat Jan 18 2020,7:30p,Detroit Pistons,Atlanta Hawks,42.74%,57.26%
Sat Jan 18 2020,7:30p,Philadelphia 76ers,New York Knicks,37.01%,62.99%
Sat Jan 18 2020,8:00p,Cleveland Cavaliers,Chicago Bulls,64.38%,35.62%
Sat Jan 18 2020,8:00p,Toronto Raptors,Minnesota Timberwolves,38.36%,61.64%
Sat Jan 18 2020,8:30p,Orlando Magic,Golden State Warriors,42.19%,57.81%
Sat Jan 18 2020,8:30p,Los Angeles Lakers,Houston Rockets,46.12%,53.88%
Sat Jan 18 2020,9:00p,Portland Trail Blazers,Oklahoma City Thunder,74.57%,25.43%
Sat Jan 18 2020,9:00p,Sacramento Kings,Utah Jazz,79.96%,20.04%
Sun Jan 19 2020,3:00p,Miami Heat,San Antonio Spurs,48.19%,51.81%
Sun Jan 19 2020,8:00p,Indiana Pacers,Denver Nuggets,65.59%,34.41%
Mon Jan 20 2020,2:00p,Detroit Pistons,Washington Wizards,50.99%,49.01%
Mon Jan 20 2020,2:30p,Toronto Raptors,Atlanta Hawks,29.69%,70.31%
Mon Jan 20 2020,3:00p,Philadelphia 76ers,Brooklyn Nets,44.40%,55.60%
Mon Jan 20 2020,5:00p,Orlando Magic,Charlotte Hornets,45.23%,54.77%
Mon Jan 20 2020,5:00p,New York Knicks,Cleveland Cavaliers,53.01%,46.99%
Mon Jan 20 2020,5:00p,Oklahoma City Thunder,Houston Rockets,69.74%,30.26%
Mon Jan 20 2020,5:00p,New Orleans Pelicans,Memphis Grizzlies,70.37%,29.63%
Mon Jan 20 2020,5:00p,Sacramento Kings,Miami Heat,80.41%,19.59%
Mon Jan 20 2020,5:00p,Chicago Bulls,Milwaukee Bucks,85.87%,14.13%
Mon Jan 20 2020,7:30p,Los Angeles Lakers,Boston Celtics,45.87%,54.13%
Mon Jan 20 2020,8:00p,Denver Nuggets,Minnesota Timberwolves,48.18%,51.82%
Mon Jan 20 2020,9:00p,San Antonio Spurs,Phoenix Suns,60.11%,39.89%
Mon Jan 20 2020,9:00p,Indiana Pacers,Utah Jazz,72.39%,27.61%
Mon Jan 20 2020,10:00p,Golden State Warriors,Portland Trail Blazers,76.96%,23.04%
Tue Jan 21 2020,8:30p,Los Angeles Clippers,Dallas Mavericks,64.50%,35.50%
Wed Jan 22 2020,7:00p,Sacramento Kings,Detroit Pistons,66.82%,33.18%
Wed Jan 22 2020,7:00p,Oklahoma City Thunder,Orlando Magic,59.32%,40.68%
Wed Jan 22 2020,7:00p,Philadelphia 76ers,Toronto Raptors,70.52%,29.48%
Wed Jan 22 2020,7:30p,Los Angeles Clippers,Atlanta Hawks,29.09%,70.91%
Wed Jan 22 2020,7:30p,Memphis Grizzlies,Boston Celtics,66.74%,33.26%
Wed Jan 22 2020,7:30p,Washington Wizards,Miami Heat,80.33%,19.67%
Wed Jan 22 2020,7:30p,Los Angeles Lakers,New York Knicks,28.76%,71.24%
Wed Jan 22 2020,8:00p,Minnesota Timberwolves,Chicago Bulls,51.38%,48.62%
Wed Jan 22 2020,8:00p,Denver Nuggets,Houston Rockets,67.24%,32.76%
Wed Jan 22 2020,9:00p,Indiana Pacers,Phoenix Suns,55.78%,44.22%
Wed Jan 22 2020,9:30p,San Antonio Spurs,New Orleans Pelicans,60.59%,39.41%
Wed Jan 22 2020,10:00p,Utah Jazz,Golden State Warriors,27.68%,72.32%
Thu Jan 23 2020,7:00p,Washington Wizards,Cleveland Cavaliers,40.29%,59.71%
Thu Jan 23 2020,8:00p,Los Angeles Lakers,Brooklyn Nets,33.85%,66.15%
Thu Jan 23 2020,10:30p,Dallas Mavericks,Portland Trail Blazers,43.73%,56.27%
Fri Jan 24 2020,3:00p,Milwaukee Bucks,Charlotte Hornets,21.41%,78.59%
Fri Jan 24 2020,7:00p,Memphis Grizzlies,Detroit Pistons,51.72%,48.28%
Fri Jan 24 2020,7:00p,Boston Celtics,Orlando Magic,52.35%,47.65%
Fri Jan 24 2020,7:30p,Toronto Raptors,New York Knicks,29.25%,70.75%
Fri Jan 24 2020,8:00p,Sacramento Kings,Chicago Bulls,62.28%,37.72%
Fri Jan 24 2020,8:00p,Los Angeles Clippers,Miami Heat,70.16%,29.84%
Fri Jan 24 2020,8:00p,Houston Rockets,Minnesota Timberwolves,34.95%,65.05%
Fri Jan 24 2020,8:00p,Denver Nuggets,New Orleans Pelicans,57.68%,42.32%
Fri Jan 24 2020,8:00p,Atlanta Hawks,Oklahoma City Thunder,81.40%,18.60%
Fri Jan 24 2020,8:30p,Phoenix Suns,San Antonio Spurs,71.73%,28.27%
Fri Jan 24 2020,10:30p,Indiana Pacers,Golden State Warriors,35.15%,64.85%
Sat Jan 25 2020,5:00p,Dallas Mavericks,Utah Jazz,67.26%,32.74%
Sat Jan 25 2020,7:00p,Brooklyn Nets,Detroit Pistons,64.93%,35.07%
Sat Jan 25 2020,8:00p,Chicago Bulls,Cleveland Cavaliers,45.39%,54.61%
Sat Jan 25 2020,8:00p,Oklahoma City Thunder,Minnesota Timberwolves,41.67%,58.33%
Sat Jan 25 2020,8:30p,Los Angeles Lakers,Philadelphia 76ers,50.72%,49.28%
Sun Jan 26 2020,3:30p,Houston Rockets,Denver Nuggets,57.81%,42.19%
Sun Jan 26 2020,4:00p,Toronto Raptors,San Antonio Spurs,50.56%,49.44%
Sun Jan 26 2020,6:00p,Washington Wizards,Atlanta Hawks,42.70%,57.30%
Sun Jan 26 2020,6:00p,Phoenix Suns,Memphis Grizzlies,67.34%,32.66%
Sun Jan 26 2020,6:00p,Boston Celtics,New Orleans Pelicans,47.17%,52.83%
Sun Jan 26 2020,6:00p,Brooklyn Nets,New York Knicks,39.87%,60.13%
Sun Jan 26 2020,6:00p,Los Angeles Clippers,Orlando Magic,42.60%,57.40%
Sun Jan 26 2020,9:00p,Indiana Pacers,Portland Trail Blazers,47.55%,52.45%
Mon Jan 27 2020,7:00p,Cleveland Cavaliers,Detroit Pistons,73.93%,26.07%
Mon Jan 27 2020,7:30p,Orlando Magic,Miami Heat,78.46%,21.54%
Mon Jan 27 2020,8:00p,San Antonio Spurs,Chicago Bulls,46.21%,53.79%
Mon Jan 27 2020,8:00p,Sacramento Kings,Minnesota Timberwolves,60.45%,39.55%
Mon Jan 27 2020,8:00p,Dallas Mavericks,Oklahoma City Thunder,59.75%,40.25%
Mon Jan 27 2020,9:00p,Houston Rockets,Utah Jazz,71.86%,28.14%
Tue Jan 28 2020,7:00p,New York Knicks,Charlotte Hornets,51.21%,48.79%
Tue Jan 28 2020,7:00p,Golden State Warriors,Philadelphia 76ers,82.71%,17.29%
Tue Jan 28 2020,7:30p,New Orleans Pelicans,Cleveland Cavaliers,34.20%,65.80%
Tue Jan 28 2020,7:30p,Atlanta Hawks,Toronto Raptors,84.00%,16.00%
Tue Jan 28 2020,8:00p,Denver Nuggets,Memphis Grizzlies,62.97%,37.03%
Tue Jan 28 2020,8:00p,Boston Celtics,Miami Heat,69.98%,30.02%
Tue Jan 28 2020,8:00p,Washington Wizards,Milwaukee Bucks,86.12%,13.88%
Tue Jan 28 2020,8:30p,Phoenix Suns,Dallas Mavericks,75.57%,24.43%
Wed Jan 29 2020,7:00p,Chicago Bulls,Indiana Pacers,76.06%,23.94%
Wed Jan 29 2020,7:30p,Detroit Pistons,Brooklyn Nets,54.78%,45.22%
Wed Jan 29 2020,7:30p,Memphis Grizzlies,New York Knicks,35.66%,64.34%
Wed Jan 29 2020,8:30p,Utah Jazz,San Antonio Spurs,49.39%,50.61%
Wed Jan 29 2020,10:00p,Houston Rockets,Portland Trail Blazers,47.92%,52.08%
Wed Jan 29 2020,10:00p,Oklahoma City Thunder,Sacramento Kings,41.56%,58.44%
Thu Jan 30 2020,7:00p,Toronto Raptors,Cleveland Cavaliers,25.81%,74.19%
Thu Jan 30 2020,7:00p,Charlotte Hornets,Washington Wizards,70.00%,30.00%
Thu Jan 30 2020,7:30p,Philadelphia 76ers,Atlanta Hawks,35.53%,64.47%
Thu Jan 30 2020,8:00p,Golden State Warriors,Boston Celtics,83.86%,16.14%
Thu Jan 30 2020,10:30p,Utah Jazz,Denver Nuggets,53.46%,46.54%
Thu Jan 30 2020,10:30p,Sacramento Kings,Los Angeles Clippers,81.09%,18.91%
Fri Jan 31 2020,7:00p,Toronto Raptors,Detroit Pistons,33.56%,66.44%
Fri Jan 31 2020,7:30p,Chicago Bulls,Brooklyn Nets,65.39%,34.61%
Fri Jan 31 2020,7:30p,Dallas Mavericks,Houston Rockets,53.20%,46.80%
Fri Jan 31 2020,8:00p,Memphis Grizzlies,New Orleans Pelicans,50.77%,49.23%
Fri Jan 31 2020,9:00p,Denver Nuggets,Milwaukee Bucks,82.13%,17.87%
Fri Jan 31 2020,9:00p,Oklahoma City Thunder,Phoenix Suns,49.34%,50.66%
Fri Jan 31 2020,10:30p,Portland Trail Blazers,Los Angeles Lakers,81.91%,18.09%
Sat Feb 1 2020,3:30p,Minnesota Timberwolves,Los Angeles Clippers,80.00%,20.00%
Sat Feb 1 2020,7:00p,New York Knicks,Indiana Pacers,83.92%,16.08%
Sat Feb 1 2020,7:00p,Miami Heat,Orlando Magic,37.16%,62.84%
Sat Feb 1 2020,8:00p,Golden State Warriors,Cleveland Cavaliers,52.23%,47.77%
Sat Feb 1 2020,8:00p,Brooklyn Nets,Washington Wizards,59.45%,40.55%
Sat Feb 1 2020,8:30p,Philadelphia 76ers,Boston Celtics,69.78%,30.22%
Sat Feb 1 2020,8:30p,Atlanta Hawks,Dallas Mavericks,81.46%,18.54%
Sat Feb 1 2020,9:00p,Charlotte Hornets,San Antonio Spurs,80.60%,19.40%
Sat Feb 1 2020,10:00p,Los Angeles Lakers,Sacramento Kings,33.12%,66.88%
Sat Feb 1 2020,10:30p,Utah Jazz,Portland Trail Blazers,52.75%,47.25%
Sun Feb 2 2020,12:30p,Denver Nuggets,Detroit Pistons,45.60%,54.40%
Sun Feb 2 2020,2:00p,New Orleans Pelicans,Houston Rockets,68.86%,31.14%
Sun Feb 2 2020,2:00p,Phoenix Suns,Milwaukee Bucks,84.92%,15.08%
Sun Feb 2 2020,3:00p,Chicago Bulls,Toronto Raptors,81.45%,18.55%
Mon Feb 3 2020,7:00p,Orlando Magic,Charlotte Hornets,43.41%,56.59%
Mon Feb 3 2020,7:00p,New York Knicks,Cleveland Cavaliers,46.26%,53.74%
Mon Feb 3 2020,7:00p,Dallas Mavericks,Indiana Pacers,61.99%,38.01%
Mon Feb 3 2020,7:00p,Golden State Warriors,Washington Wizards,74.46%,25.54%
Mon Feb 3 2020,7:30p,Boston Celtics,Atlanta Hawks,35.08%,64.92%
Mon Feb 3 2020,7:30p,Phoenix Suns,Brooklyn Nets,55.25%,44.75%
Mon Feb 3 2020,7:30p,Philadelphia 76ers,Miami Heat,71.13%,28.87%
Mon Feb 3 2020,8:00p,Detroit Pistons,Memphis Grizzlies,70.15%,29.85%
Mon Feb 3 2020,10:00p,Minnesota Timberwolves,Sacramento Kings,51.72%,48.28%
Mon Feb 3 2020,10:30p,San Antonio Spurs,Los Angeles Clippers,73.92%,26.08%
Tue Feb 4 2020,7:30p,Milwaukee Bucks,New Orleans Pelicans,31.99%,68.01%
Tue Feb 4 2020,8:00p,Charlotte Hornets,Houston Rockets,83.57%,16.43%
Tue Feb 4 2020,9:00p,Portland Trail Blazers,Denver Nuggets,71.79%,28.21%
Tue Feb 4 2020,10:00p,San Antonio Spurs,Los Angeles Lakers,77.31%,22.69%
Wed Feb 5 2020,7:00p,Phoenix Suns,Detroit Pistons,50.60%,49.40%
Wed Feb 5 2020,7:30p,Orlando Magic,Boston Celtics,80.12%,19.88%
Wed Feb 5 2020,7:30p,Golden State Warriors,Brooklyn Nets,70.96%,29.04%
Wed Feb 5 2020,7:30p,Indiana Pacers,Toronto Raptors,80.03%,19.97%
Wed Feb 5 2020,8:00p,Atlanta Hawks,Minnesota Timberwolves,62.48%,37.52%
Wed Feb 5 2020,8:00p,Cleveland Cavaliers,Oklahoma City Thunder,82.70%,17.30%
Wed Feb 5 2020,8:30p,Memphis Grizzlies,Dallas Mavericks,69.01%,30.99%
Wed Feb 5 2020,9:00p,Denver Nuggets,Utah Jazz,65.08%,34.92%
Wed Feb 5 2020,10:00p,Miami Heat,Los Angeles Clippers,60.15%,39.85%
Thu Feb 6 2020,7:30p,Orlando Magic,New York Knicks,50.24%,49.76%
Thu Feb 6 2020,8:00p,New Orleans Pelicans,Chicago Bulls,39.85%,60.15%
Thu Feb 6 2020,8:00p,Philadelphia 76ers,Milwaukee Bucks,82.06%,17.94%
Thu Feb 6 2020,10:00p,San Antonio Spurs,Portland Trail Blazers,66.26%,33.74%
Thu Feb 6 2020,10:30p,Houston Rockets,Los Angeles Lakers,71.13%,28.87%
Fri Feb 7 2020,7:00p,Memphis Grizzlies,Philadelphia 76ers,59.19%,40.81%
Fri Feb 7 2020,7:00p,Dallas Mavericks,Washington Wizards,39.82%,60.18%
Fri Feb 7 2020,7:30p,Atlanta Hawks,Boston Celtics,84.37%,15.63%
Fri Feb 7 2020,8:00p,Toronto Raptors,Indiana Pacers,42.92%,57.08%
Fri Feb 7 2020,8:00p,Detroit Pistons,Oklahoma City Thunder,78.56%,21.44%
Fri Feb 7 2020,9:00p,Houston Rockets,Phoenix Suns,36.35%,63.65%
Fri Feb 7 2020,10:00p,Miami Heat,Sacramento Kings,33.56%,66.44%
Fri Feb 7 2020,10:30p,Portland Trail Blazers,Utah Jazz,70.19%,29.81%
Sat Feb 8 2020,5:00p,Milwaukee Bucks,Orlando Magic,25.65%,74.35%
Sat Feb 8 2020,7:00p,Dallas Mavericks,Charlotte Hornets,27.02%,72.98%
Sat Feb 8 2020,7:00p,New York Knicks,Detroit Pistons,68.78%,31.22%
Sat Feb 8 2020,7:30p,New Orleans Pelicans,Indiana Pacers,62.86%,37.14%
Sat Feb 8 2020,7:30p,Brooklyn Nets,Toronto Raptors,81.13%,18.87%
Sat Feb 8 2020,8:00p,Los Angeles Clippers,Minnesota Timberwolves,31.43%,68.57%
Sat Feb 8 2020,8:30p,Los Angeles Lakers,Golden State Warriors,30.13%,69.87%
Sat Feb 8 2020,9:00p,Denver Nuggets,Phoenix Suns,47.30%,52.70%
Sat Feb 8 2020,10:00p,San Antonio Spurs,Sacramento Kings,46.95%,53.05%
Sun Feb 9 2020,3:30p,Boston Celtics,Oklahoma City Thunder,65.16%,34.84%
Sun Feb 9 2020,6:00p,New York Knicks,Atlanta Hawks,57.18%,42.82%
Sun Feb 9 2020,6:00p,Chicago Bulls,Philadelphia 76ers,75.15%,24.85%
Sun Feb 9 2020,6:00p,Memphis Grizzlies,Washington Wizards,51.83%,48.17%
Sun Feb 9 2020,7:00p,Utah Jazz,Houston Rockets,68.67%,31.33%
Sun Feb 9 2020,7:30p,Los Angeles Clippers,Cleveland Cavaliers,27.79%,72.21%
Sun Feb 9 2020,9:00p,Miami Heat,Portland Trail Blazers,48.24%,51.76%
Mon Feb 10 2020,7:00p,Charlotte Hornets,Detroit Pistons,69.02%,30.98%
Mon Feb 10 2020,7:00p,Brooklyn Nets,Indiana Pacers,67.04%,32.96%
Mon Feb 10 2020,7:00p,Atlanta Hawks,Orlando Magic,69.50%,30.50%
Mon Feb 10 2020,7:30p,Minnesota Timberwolves,Toronto Raptors,83.89%,16.11%
Mon Feb 10 2020,8:00p,Sacramento Kings,Milwaukee Bucks,85.29%,14.71%
Mon Feb 10 2020,8:30p,Utah Jazz,Dallas Mavericks,63.04%,36.96%
Mon Feb 10 2020,9:00p,San Antonio Spurs,Denver Nuggets,73.13%,26.87%
Mon Feb 10 2020,10:30p,Miami Heat,Golden State Warriors,30.67%,69.33%
Mon Feb 10 2020,10:30p,Phoenix Suns,Los Angeles Lakers,80.93%,19.07%
Tue Feb 11 2020,7:00p,Los Angeles Clippers,Philadelphia 76ers,57.84%,42.16%
Tue Feb 11 2020,7:00p,Chicago Bulls,Washington Wizards,68.83%,31.17%
Tue Feb 11 2020,8:00p,Portland Trail Blazers,New Orleans Pelicans,58.91%,41.09%
Tue Feb 11 2020,8:00p,San Antonio Spurs,Oklahoma City Thunder,75.10%,24.90%
Tue Feb 11 2020,9:30p,Boston Celtics,Houston Rockets,58.88%,41.12%
Wed Feb 12 2020,7:00p,Atlanta Hawks,Cleveland Cavaliers,42.78%,57.22%
Wed Feb 12 2020,7:00p,Detroit Pistons,Orlando Magic,61.91%,38.09%
Wed Feb 12 2020,7:30p,Toronto Raptors,Brooklyn Nets,34.87%,65.13%
Wed Feb 12 2020,7:30p,Milwaukee Bucks,Indiana Pacers,30.90%,69.10%
Wed Feb 12 2020,7:30p,Washington Wizards,New York Knicks,49.14%,50.86%
Wed Feb 12 2020,8:00p,Portland Trail Blazers,Memphis Grizzlies,71.70%,28.30%
Wed Feb 12 2020,8:00p,Charlotte Hornets,Minnesota Timberwolves,66.99%,33.01%
Wed Feb 12 2020,8:30p,Sacramento Kings,Dallas Mavericks,73.46%,26.54%
Wed Feb 12 2020,9:00p,Golden State Warriors,Phoenix Suns,68.53%,31.47%
Wed Feb 12 2020,9:00p,Miami Heat,Utah Jazz,54.71%,45.29%
Wed Feb 12 2020,10:00p,Los Angeles Lakers,Denver Nuggets,54.07%,45.93%
Thu Feb 13 2020,8:00p,Los Angeles Clippers,Boston Celtics,71.21%,28.79%
Thu Feb 13 2020,8:00p,Oklahoma City Thunder,New Orleans Pelicans,56.18%,43.82%
Thu Feb 20 2020,7:00p,Milwaukee Bucks,Detroit Pistons,25.60%,74.40%
Thu Feb 20 2020,7:30p,Miami Heat,Atlanta Hawks,32.27%,67.73%
Thu Feb 20 2020,8:00p,Charlotte Hornets,Chicago Bulls,60.54%,39.46%
Thu Feb 20 2020,8:00p,Brooklyn Nets,Philadelphia 76ers,69.96%,30.04%
Thu Feb 20 2020,10:00p,Memphis Grizzlies,Sacramento Kings,44.50%,55.50%
Thu Feb 20 2020,10:30p,Houston Rockets,Golden State Warriors,30.42%,69.58%
Fri Feb 21 2020,7:00p,Dallas Mavericks,Orlando Magic,39.35%,60.65%
Fri Feb 21 2020,7:00p,Cleveland Cavaliers,Washington Wizards,77.64%,22.36%
Fri Feb 21 2020,7:30p,Indiana Pacers,New York Knicks,42.81%,57.19%
Fri Feb 21 2020,7:30p,Phoenix Suns,Toronto Raptors,81.52%,18.48%
Fri Feb 21 2020,8:00p,Boston Celtics,Minnesota Timberwolves,35.40%,64.60%
Fri Feb 21 2020,8:00p,Denver Nuggets,Oklahoma City Thunder,66.04%,33.96%
Fri Feb 21 2020,9:00p,San Antonio Spurs,Utah Jazz,71.35%,28.65%
Fri Feb 21 2020,10:30p,Memphis Grizzlies,Los Angeles Lakers,75.20%,24.80%
Fri Feb 21 2020,10:30p,New Orleans Pelicans,Portland Trail Blazers,64.46%,35.54%
Sat Feb 22 2020,3:30p,Sacramento Kings,Los Angeles Clippers,76.07%,23.93%
Sat Feb 22 2020,7:00p,Brooklyn Nets,Charlotte Hornets,39.46%,60.54%
Sat Feb 22 2020,7:30p,Dallas Mavericks,Atlanta Hawks,30.68%,69.32%
Sat Feb 22 2020,8:00p,Phoenix Suns,Chicago Bulls,43.86%,56.14%
Sat Feb 22 2020,8:00p,Cleveland Cavaliers,Miami Heat,81.40%,18.60%
Sat Feb 22 2020,8:30p,Philadelphia 76ers,Milwaukee Bucks,81.92%,18.08%
Sat Feb 22 2020,9:00p,Houston Rockets,Utah Jazz,51.41%,48.59%
Sun Feb 23 2020,3:30p,Boston Celtics,Los Angeles Lakers,69.19%,30.81%
Sun Feb 23 2020,6:00p,Minnesota Timberwolves,Denver Nuggets,78.69%,21.31%
Sun Feb 23 2020,6:00p,Indiana Pacers,Toronto Raptors,80.24%,19.76%
Sun Feb 23 2020,7:00p,Washington Wizards,Chicago Bulls,44.70%,55.30%
Sun Feb 23 2020,7:00p,San Antonio Spurs,Oklahoma City Thunder,70.66%,29.34%
Sun Feb 23 2020,8:30p,New Orleans Pelicans,Golden State Warriors,31.92%,68.08%
Sun Feb 23 2020,9:00p,Detroit Pistons,Portland Trail Blazers,72.36%,27.64%
Mon Feb 24 2020,7:00p,Miami Heat,Cleveland Cavaliers,29.07%,70.93%
Mon Feb 24 2020,7:00p,Atlanta Hawks,Philadelphia 76ers,78.56%,21.44%
Mon Feb 24 2020,7:00p,Milwaukee Bucks,Washington Wizards,30.28%,69.72%
Mon Feb 24 2020,7:30p,Orlando Magic,Brooklyn Nets,68.03%,31.97%
Mon Feb 24 2020,8:00p,New York Knicks,Houston Rockets,84.03%,15.97%
Mon Feb 24 2020,8:30p,Minnesota Timberwolves,Dallas Mavericks,79.03%,20.97%
Mon Feb 24 2020,9:00p,Phoenix Suns,Utah Jazz,69.65%,30.35%
Mon Feb 24 2020,10:30p,Memphis Grizzlies,Los Angeles Clippers,67.32%,32.68%
Tue Feb 25 2020,7:00p,Charlotte Hornets,Indiana Pacers,75.85%,24.15%
Tue Feb 25 2020,7:30p,Milwaukee Bucks,Toronto Raptors,52.24%,47.76%
Tue Feb 25 2020,8:00p,Oklahoma City Thunder,Chicago Bulls,35.33%,64.67%
Tue Feb 25 2020,9:00p,Detroit Pistons,Denver Nuggets,78.30%,21.70%
Tue Feb 25 2020,10:00p,New Orleans Pelicans,Los Angeles Lakers,75.27%,24.73%
Tue Feb 25 2020,10:00p,Boston Celtics,Portland Trail Blazers,49.03%,50.97%
Tue Feb 25 2020,10:30p,Sacramento Kings,Golden State Warriors,41.59%,58.41%
Wed Feb 26 2020,7:00p,New York Knicks,Charlotte Hornets,48.37%,51.63%
Wed Feb 26 2020,7:00p,Philadelphia 76ers,Cleveland Cavaliers,36.21%,63.79%
Wed Feb 26 2020,7:00p,Brooklyn Nets,Washington Wizards,58.53%,41.47%
Wed Feb 26 2020,7:30p,Orlando Magic,Atlanta Hawks,50.90%,49.10%
Wed Feb 26 2020,7:30p,Minnesota Timberwolves,Miami Heat,79.50%,20.50%
Wed Feb 26 2020,8:00p,Memphis Grizzlies,Houston Rockets,78.34%,21.66%
Wed Feb 26 2020,8:30p,Dallas Mavericks,San Antonio Spurs,52.82%,47.18%
Wed Feb 26 2020,9:00p,Los Angeles Clippers,Phoenix Suns,42.38%,57.62%
Wed Feb 26 2020,10:30p,Boston Celtics,Utah Jazz,52.42%,47.58%
Thu Feb 27 2020,7:00p,New York Knicks,Philadelphia 76ers,81.04%,18.96%
Thu Feb 27 2020,8:00p,Portland Trail Blazers,Indiana Pacers,71.42%,28.58%
Thu Feb 27 2020,8:00p,Sacramento Kings,Oklahoma City Thunder,77.90%,22.10%
Thu Feb 27 2020,10:30p,Los Angeles Lakers,Golden State Warriors,25.96%,74.04%
Fri Feb 28 2020,7:00p,Minnesota Timberwolves,Orlando Magic,70.53%,29.47%
Fri Feb 28 2020,7:30p,Brooklyn Nets,Atlanta Hawks,42.74%,57.26%
Fri Feb 28 2020,7:30p,Charlotte Hornets,Toronto Raptors,83.66%,16.34%
Fri Feb 28 2020,8:00p,Sacramento Kings,Memphis Grizzlies,65.84%,34.16%
Fri Feb 28 2020,8:00p,Dallas Mavericks,Miami Heat,55.66%,44.34%
Fri Feb 28 2020,8:00p,Oklahoma City Thunder,Milwaukee Bucks,80.77%,19.23%
Fri Feb 28 2020,8:00p,Cleveland Cavaliers,New Orleans Pelicans,75.86%,24.14%
Fri Feb 28 2020,9:00p,Detroit Pistons,Phoenix Suns,61.81%,38.19%
Fri Feb 28 2020,9:00p,Washington Wizards,Utah Jazz,69.47%,30.53%
Fri Feb 28 2020,10:30p,Denver Nuggets,Los Angeles Clippers,65.39%,34.61%
Sat Feb 29 2020,5:00p,Chicago Bulls,New York Knicks,58.08%,41.92%
Sat Feb 29 2020,7:30p,Portland Trail Blazers,Atlanta Hawks,47.37%,52.63%
Sat Feb 29 2020,7:30p,Brooklyn Nets,Miami Heat,74.94%,25.06%
Sat Feb 29 2020,8:00p,Indiana Pacers,Cleveland Cavaliers,37.22%,62.78%
Sat Feb 29 2020,8:00p,Los Angeles Lakers,Memphis Grizzlies,37.34%,62.66%
Sat Feb 29 2020,8:30p,Houston Rockets,Boston Celtics,65.63%,34.37%
Sat Feb 29 2020,8:30p,Orlando Magic,San Antonio Spurs,67.30%,32.70%
Sat Feb 29 2020,9:00p,Golden State Warriors,Phoenix Suns,71.01%,28.99%
Sun Mar 1 2020,1:00p,Milwaukee Bucks,Charlotte Hornets,22.81%,77.19%
Sun Mar 1 2020,3:30p,Philadelphia 76ers,Los Angeles Clippers,69.79%,30.21%
Sun Mar 1 2020,3:30p,Dallas Mavericks,Minnesota Timberwolves,33.19%,66.81%
Sun Mar 1 2020,6:00p,Toronto Raptors,Denver Nuggets,53.80%,46.20%
Sun Mar 1 2020,6:00p,Detroit Pistons,Sacramento Kings,63.38%,36.62%
Sun Mar 1 2020,8:00p,Los Angeles Lakers,New Orleans Pelicans,43.92%,56.08%
Sun Mar 1 2020,8:30p,Washington Wizards,Golden State Warriors,41.94%,58.06%
Mon Mar 2 2020,7:00p,Utah Jazz,Cleveland Cavaliers,30.24%,69.76%
Mon Mar 2 2020,7:00p,Houston Rockets,New York Knicks,30.85%,69.15%
